n,lamb,genErrRMT,genErrEmp,loss,epoch,step,epoch+step
10,0.1,0.8938884574464087,1.0452378988265991,2.0839061737060547,0,0,0.0
10,1.0,0.8924307781045299,0.8248174786567688,2.0839061737060547,0,0,0.0
10,10.0,0.8848436698525418,0.8761493563652039,2.0839061737060547,0,0,0.0
11,0.1,0.8863616085771913,,2.0839061737060547,0,0,0.0
11,1.0,0.8847258184903135,,2.0839061737060547,0,0,0.0
11,10.0,0.8761946274807547,,2.0839061737060547,0,0,0.0
12,0.1,0.87928952371909,0.9440229535102844,2.0839061737060547,0,0,0.0
12,1.0,0.8774686959606334,0.8815686702728271,2.0839061737060547,0,0,0.0
12,10.0,0.8679569428645816,0.9874573349952698,2.0839061737060547,0,0,0.0
13,0.1,0.8726483257082479,,2.0839061737060547,0,0,0.0
13,1.0,0.8706356782864545,,2.0839061737060547,0,0,0.0
13,10.0,0.8601078600911544,,2.0839061737060547,0,0,0.0
14,0.1,0.8664151117290274,,2.0839061737060547,0,0,0.0
14,1.0,0.8642039061420316,,2.0839061737060547,0,0,0.0
14,10.0,0.8526258085624842,,2.0839061737060547,0,0,0.0
15,0.1,0.860567741863026,0.8318049311637878,2.0839061737060547,0,0,0.0
15,1.0,0.8581513168415624,0.9078357815742493,2.0839061737060547,0,0,0.0
15,10.0,0.845490325254729,0.8524343371391296,2.0839061737060547,0,0,0.0
16,0.1,0.8550850905232865,,2.0839061737060547,0,0,0.0
16,1.0,0.85245686244117,,2.0839061737060547,0,0,0.0
16,10.0,0.8386820738210851,,2.0839061737060547,0,0,0.0
17,0.1,0.84994696474651,,2.0839061737060547,0,0,0.0
17,1.0,0.8471005564219584,,2.0839061737060547,0,0,0.0
17,10.0,0.8321827114885645,,2.0839061737060547,0,0,0.0
18,0.1,0.8451341007972244,,2.0839061737060547,0,0,0.0
18,1.0,0.8420631676141446,,2.0839061737060547,0,0,0.0
18,10.0,0.8259749977755027,,2.0839061737060547,0,0,0.0
19,0.1,0.8406281683103289,,2.0839061737060547,0,0,0.0
19,1.0,0.8373266467370098,,2.0839061737060547,0,0,0.0
19,10.0,0.8200425528284958,,2.0839061737060547,0,0,0.0
20,0.1,0.8364118368509283,0.9578508734703064,2.0839061737060547,0,0,0.0
20,1.0,0.8328737967152089,0.8825414776802063,2.0839061737060547,0,0,0.0
20,10.0,0.8143699374362862,0.777512788772583,2.0839061737060547,0,0,0.0
21,0.1,0.8324688544165331,,2.0839061737060547,0,0,0.0
21,1.0,0.8286883125374516,,2.0839061737060547,0,0,0.0
21,10.0,0.8089426839191075,,2.0839061737060547,0,0,0.0
22,0.1,0.8287836029965552,,2.0839061737060547,0,0,0.0
22,1.0,0.8247549983565007,,2.0839061737060547,0,0,0.0
22,10.0,0.8037470234429539,,2.0839061737060547,0,0,0.0
23,0.1,0.8253417280034121,,2.0839061737060547,0,0,0.0
23,1.0,0.8210592521895238,,2.0839061737060547,0,0,0.0
23,10.0,0.798770128740985,,2.0839061737060547,0,0,0.0
24,0.1,0.8221293981197039,,2.0839061737060547,0,0,0.0
24,1.0,0.8175875358142712,,2.0839061737060547,0,0,0.0
24,10.0,0.7939997906772677,,2.0839061737060547,0,0,0.0
25,0.1,0.8191337600769765,0.920630156993866,2.0839061737060547,0,0,0.0
25,1.0,0.8143271527394708,0.8395666480064392,2.0839061737060547,0,0,0.0
25,10.0,0.7894247119507646,0.8188621997833252,2.0839061737060547,0,0,0.0
26,0.1,0.8163427739754294,,2.0839061737060547,0,0,0.0
26,1.0,0.8112659555395051,,2.0839061737060547,0,0,0.0
26,10.0,0.7850340519328439,,2.0839061737060547,0,0,0.0
27,0.1,0.8137451499467058,,2.0839061737060547,0,0,0.0
27,1.0,0.8083928445243295,,2.0839061737060547,0,0,0.0
27,10.0,0.7808177984797131,,2.0839061737060547,0,0,0.0
28,0.1,0.8113301941562912,,2.0839061737060547,0,0,0.0
28,1.0,0.8056971464044567,,2.0839061737060547,0,0,0.0
28,10.0,0.7767664393098613,,2.0839061737060547,0,0,0.0
29,0.1,0.8090880865913729,,2.0839061737060547,0,0,0.0
29,1.0,0.8031690217254445,,2.0839061737060547,0,0,0.0
29,10.0,0.772871038780225,,2.0839061737060547,0,0,0.0
30,0.1,0.807009412078196,,2.0839061737060547,0,0,0.0
30,1.0,0.800799109885435,,2.0839061737060547,0,0,0.0
30,10.0,0.7691232642966038,,2.0839061737060547,0,0,0.0
31,0.1,0.8050855779753645,,2.0839061737060547,0,0,0.0
31,1.0,0.7985788687933314,,2.0839061737060547,0,0,0.0
31,10.0,0.7655152337164218,,2.0839061737060547,0,0,0.0
32,0.1,0.8033082995495406,0.7745317816734314,2.0839061737060547,0,0,0.0
32,1.0,0.7964999403784784,0.810431182384491,2.0839061737060547,0,0,0.0
32,10.0,0.7620395276952174,0.7237982749938965,2.0839061737060547,0,0,0.0
33,0.1,0.801670029232066,,2.0839061737060547,0,0,0.0
33,1.0,0.7945548550168234,,2.0839061737060547,0,0,0.0
33,10.0,0.7586891879038437,,2.0839061737060547,0,0,0.0
34,0.1,0.8001636348112381,,2.0839061737060547,0,0,0.0
34,1.0,0.792736354532724,,2.0839061737060547,0,0,0.0
34,10.0,0.7554577073498542,,2.0839061737060547,0,0,0.0
36,0.1,0.7975203375457952,,2.0839061737060547,0,0,0.0
36,1.0,0.789453022572503,,2.0839061737060547,0,0,0.0
36,10.0,0.749326998439969,,2.0839061737060547,0,0,0.0
37,0.1,0.7963713844063477,,2.0839061737060547,0,0,0.0
37,1.0,0.7879760307136571,,2.0839061737060547,0,0,0.0
37,10.0,0.7464166424294058,,2.0839061737060547,0,0,0.0
38,0.1,0.7953300541745668,,2.0839061737060547,0,0,0.0
38,1.0,0.7866012562350359,,2.0839061737060547,0,0,0.0
38,10.0,0.7436025541088469,,2.0839061737060547,0,0,0.0
40,0.1,0.7935505375052795,0.8011190891265869,2.0839061737060547,0,0,0.0
40,1.0,0.7841384090377449,0.8207817077636719,2.0839061737060547,0,0,0.0
40,10.0,0.7382445466422861,0.6919791102409363,2.0839061737060547,0,0,0.0
41,0.1,0.7928031280153659,,2.0839061737060547,0,0,0.0
41,1.0,0.7830407871271626,,2.0839061737060547,0,0,0.0
41,10.0,0.7356917642392516,,2.0839061737060547,0,0,0.0
42,0.1,0.7921447818585257,,2.0839061737060547,0,0,0.0
42,1.0,0.7820267457997552,,2.0839061737060547,0,0,0.0
42,10.0,0.733217707187382,,2.0839061737060547,0,0,0.0
44,0.1,0.791080613258294,,2.0839061737060547,0,0,0.0
44,1.0,0.780233367605916,,2.0839061737060547,0,0,0.0
44,10.0,0.728490709387326,,2.0839061737060547,0,0,0.0
46,0.1,0.7903294497968697,,2.0839061737060547,0,0,0.0
46,1.0,0.7787291781194949,,2.0839061737060547,0,0,0.0
46,10.0,0.7240357220807659,,2.0839061737060547,0,0,0.0
47,0.1,0.7900634043306543,,2.0839061737060547,0,0,0.0
47,1.0,0.7780774040710887,,2.0839061737060547,0,0,0.0
47,10.0,0.7219023883094244,,2.0839061737060547,0,0,0.0
49,0.1,0.7897365486527995,,2.0839061737060547,0,0,0.0
49,1.0,0.7769597310124697,,2.0839061737060547,0,0,0.0
49,10.0,0.717809799698176,,2.0839061737060547,0,0,0.0
51,0.1,0.789666254556667,0.867755115032196,2.0839061737060547,0,0,0.0
51,1.0,0.7760724507475615,0.7955084443092346,2.0839061737060547,0,0,0.0
51,10.0,0.7139321812176195,0.7109353542327881,2.0839061737060547,0,0,0.0
52,0.1,0.7897216659402391,,2.0839061737060547,0,0,0.0
52,1.0,0.7757091827461269,,2.0839061737060547,0,0,0.0
52,10.0,0.7120681630945368,,2.0839061737060547,0,0,0.0
54,0.1,0.7900035336527504,,2.0839061737060547,0,0,0.0
54,1.0,0.7751327480376907,,2.0839061737060547,0,0,0.0
54,10.0,0.7084785839872475,,2.0839061737060547,0,0,0.0
56,0.1,0.7905016268370735,,2.0839061737060547,0,0,0.0
56,1.0,0.7747434098911259,,2.0839061737060547,0,0,0.0
56,10.0,0.7050609459763878,,2.0839061737060547,0,0,0.0
58,0.1,0.7912028860437249,,2.0839061737060547,0,0,0.0
58,1.0,0.7745270798335395,,2.0839061737060547,0,0,0.0
58,10.0,0.7018009491562959,,2.0839061737060547,0,0,0.0
60,0.1,0.7920962559802964,,2.0839061737060547,0,0,0.0
60,1.0,0.774471128091444,,2.0839061737060547,0,0,0.0
60,10.0,0.6986858360726311,,2.0839061737060547,0,0,0.0
62,0.1,0.7931716033938784,,2.0839061737060547,0,0,0.0
62,1.0,0.77456456237057,,2.0839061737060547,0,0,0.0
